Country, Variable, Unit, Symbol, "2020"
Belgium, Agricultural water withdrawal as % of total water withdrawal, %, E, 1.27
Belgium, Collected municipal wastewater, 10^9 m3/year, I, 0.15
Belgium, Desalinated water produced, 10^9 m3/year, I, 
Belgium, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Belgium, Environmental Flow Requirements, 10^9 m3/year, I, 10.16
Belgium, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.61
Belgium, Fresh surface water withdrawal, 10^9 m3/year, I, 3.59
Belgium, Industrial water withdrawal, 10^9 m3/year, I, 3.47
Belgium, Industrial water withdrawal as % of total water withdrawal, %, E, 81.39
Belgium, Irrigation water requirement, 10^9 m3/year, I, 0.02
Belgium, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 22.95
Belgium, Municipal water withdrawal, 10^9 m3/year, I, 0.74
Belgium, Municipal water withdrawal as % of total withdrawal, %, E, 17.33
Belgium, Not treated municipal wastewater, 10^9 m3/year, I, 0.04
Belgium, Number of municipal wastewater treatment facilities, , I, 1222
Belgium, Produced municipal wastewater, 10^9 m3/year, I, 0.87
Belgium, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 23.08
Belgium, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 1.14
Belgium, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 453.99
Belgium, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 97.49
Belgium, SDG 6.4.2. Water Stress, %, E, 51.58
Belgium, Total freshwater withdrawal, 10^9 m3/year, I, 4.2
Belgium, Total water withdrawal, 10^9 m3/year, E, 4.26
Belgium, Total water withdrawal per capita, m3/inhab/year, E, 367.86
Belgium, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 2.43
Belize, Agricultural water withdrawal, 10^9 m3/year, I, 0.07
Belize, Agricultural water withdrawal as % of total renewable water resources, %, E, 0.31
Belize, Agricultural water withdrawal as % of total water withdrawal, %, I, 67.72
Belize, Environmental Flow Requirements, 10^9 m3/year, I, 13.72
Belize, Industrial water withdrawal, 10^9 m3/year, I, 0.02
Belize, Industrial water withdrawal as % of total water withdrawal, %, I, 20.99
Belize, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 0.46
Belize, Municipal water withdrawal, 10^9 m3/year, I, 0.01
Belize, Municipal water withdrawal as % of total withdrawal, %, I, 11.29
Belize, Produced municipal wastewater, 10^9 m3/year, I, 
Belize, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 7.07
Belize, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.16
Belize, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 88.04
Belize, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 11.53
Belize, SDG 6.4.2. Water Stress, %, E, 1.26
Belize, Total freshwater withdrawal, 10^9 m3/year, I, 0.1
Belize, Total water withdrawal, 10^9 m3/year, I, 0.1
Belize, Total water withdrawal per capita, m3/inhab/year, E, 254.01
Benin, Agricultural water withdrawal, 10^9 m3/year, I, 0.06
Benin, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.22
Benin, Agricultural water withdrawal as % of total water withdrawal, %, E, 25.21
Benin, Environmental Flow Requirements, 10^9 m3/year, I, 13.06
Benin, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.04
Benin, Fresh surface water withdrawal, 10^9 m3/year, I, 0.09
Benin, Industrial water withdrawal, 10^9 m3/year, I, 0.03
Benin, Industrial water withdrawal as % of total water withdrawal, %, E, 12.82
Benin, Irrigation water requirement, 10^9 m3/year, I, 0.01
Benin, Irrigation water withdrawal, 10^9 m3/year, I, 0.04
Benin, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 0.49
Benin, Municipal water withdrawal, 10^9 m3/year, I, 0.14
Benin, Municipal water withdrawal as % of total withdrawal, %, E, 61.97
Benin, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 70.47
Benin, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.69
Benin, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 48.97
Benin, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 39.55
Benin, SDG 6.4.2. Water Stress, %, E, 0.98
Benin, Total freshwater withdrawal, 10^9 m3/year, I, 0.13
Benin, Total water withdrawal, 10^9 m3/year, E, 0.23
Benin, Total water withdrawal per capita, m3/inhab/year, E, 19.3
Benin, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.01
Bhutan, Agricultural water withdrawal, 10^9 m3/year, I, 0.32
Bhutan, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.41
Bhutan, Agricultural water withdrawal as % of total water withdrawal, %, I, 94.08
Bhutan, Direct use of agricultural drainage water, 10^9 m3/year, I, 
Bhutan, Environmental Flow Requirements, 10^9 m3/year, I, 54.1
Bhutan, Fresh groundwater withdrawal, 10^9 m3/year, I, 
Bhutan, Fresh surface water withdrawal, 10^9 m3/year, I, 0.34
Bhutan, Industrial water withdrawal, 10^9 m3/year, I, 
Bhutan, Industrial water withdrawal as % of total water withdrawal, %, I, 0.89
Bhutan, Irrigation water requirement, 10^9 m3/year, I, 0.1
Bhutan, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 0.43
Bhutan, Municipal water withdrawal, 10^9 m3/year, I, 0.02
Bhutan, Municipal water withdrawal as % of total withdrawal, %, I, 5.03
Bhutan, Produced municipal wastewater, 10^9 m3/year, I, 
Bhutan, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 212.11
Bhutan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.37
Bhutan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 76.39
Bhutan, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 6.07
Bhutan, SDG 6.4.2. Water Stress, %, E, 1.41
Bhutan, Total freshwater withdrawal, 10^9 m3/year, I, 0.34
Bhutan, Total water withdrawal, 10^9 m3/year, I, 0.34
Bhutan, Total water withdrawal per capita, m3/inhab/year, E, 438.05
Bolivia (Plurinational State of), Agricultural water withdrawal, 10^9 m3/year, I, 1.92
Bolivia (Plurinational State of), Agricultural water withdrawal as % of total renewable water resources, %, I, 0.33
Bolivia (Plurinational State of), Agricultural water withdrawal as % of total water withdrawal, %, I, 91.95
Bolivia (Plurinational State of), Area equipped for irrigation by direct use of not treated municipal wastewater, 1000 ha, I, 5
Bolivia (Plurinational State of), Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 1.56
Bolivia (Plurinational State of), Direct use of not treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.02
Bolivia (Plurinational State of), Environmental Flow Requirements, 10^9 m3/year, I, 396.6
Bolivia (Plurinational State of), Industrial water withdrawal, 10^9 m3/year, I, 0.03
Bolivia (Plurinational State of), Industrial water withdrawal as % of total water withdrawal, %, E, 1.53
Bolivia (Plurinational State of), Irrigation water requirement, 10^9 m3/year, I, 0.69
Bolivia (Plurinational State of), Irrigation water withdrawal, 10^9 m3/year, I, 1.78
Bolivia (Plurinational State of), MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 0.36
Bolivia (Plurinational State of), Municipal water withdrawal, 10^9 m3/year, I, 0.14
Bolivia (Plurinational State of), Municipal water withdrawal as % of total withdrawal, %, E, 6.51
Bolivia (Plurinational State of), Not treated municipal wastewater, 10^9 m3/year, I, 0.1
Bolivia (Plurinational State of), Number of municipal wastewater treatment facilities, , I, 15
Bolivia (Plurinational State of), Produced municipal wastewater, 10^9 m3/year, I, 0.16
Bolivia (Plurinational State of), SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 258.98
Bolivia (Plurinational State of), SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.42
Bolivia (Plurinational State of), SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 132.27
Bolivia (Plurinational State of), SDG 6.4.1. Water Use Efficiency, US$/m3, I, 12.97
Bolivia (Plurinational State of), SDG 6.4.2. Water Stress, %, E, 1.18
Bolivia (Plurinational State of), Total freshwater withdrawal, 10^9 m3/year, I, 2.09
Bolivia (Plurinational State of), Total water withdrawal, 10^9 m3/year, I, 2.09
Bolivia (Plurinational State of), Total water withdrawal per capita, m3/inhab/year, E, 178.87
Bolivia (Plurinational State of), Treated municipal wastewater, 10^9 m3/year, I, 0.03
Bosnia and Herzegovina, Collected municipal wastewater, 10^9 m3/year, I, 0.1
Bosnia and Herzegovina, Environmental Flow Requirements, 10^9 m3/year, I, 22.44
Bosnia and Herzegovina, Fresh groundwater withdrawal, 10^9 m3/year, , 0.14
Bosnia and Herzegovina, Fresh surface water withdrawal, 10^9 m3/year, , 0.16
Bosnia and Herzegovina, Industrial water withdrawal, 10^9 m3/year, , 0.06
Bosnia and Herzegovina, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 0.8
Bosnia and Herzegovina, Municipal water withdrawal, 10^9 m3/year, , 0.31
Bosnia and Herzegovina, Not treated municipal wastewater, 10^9 m3/year, I, 0.06
Bosnia and Herzegovina, Not treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.06
Bosnia and Herzegovina, Number of municipal wastewater treatment facilities, , I, 11
Bosnia and Herzegovina, Produced municipal wastewater, 10^9 m3/year, , 0.09
Bosnia and Herzegovina, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 51.12
Bosnia and Herzegovina, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 34.35
Bosnia and Herzegovina, SDG 6.4.2. Water Stress, %, E, 2
Bosnia and Herzegovina, Total freshwater withdrawal, 10^9 m3/year, , 0.3
Bosnia and Herzegovina, Treated municipal wastewater, 10^9 m3/year, , 0.05
Bosnia and Herzegovina, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 
Botswana, Agricultural water withdrawal, 10^9 m3/year, , 0.08
Botswana, Agricultural water withdrawal as % of total renewable water resources, %, E, 0.67
Botswana, Agricultural water withdrawal as % of total water withdrawal, %, E, 36.96
Botswana, Collected municipal wastewater, 10^9 m3/year, I, 0.04
Botswana, Environmental Flow Requirements, 10^9 m3/year, I, 2.68
Botswana, Fresh groundwater withdrawal, 10^9 m3/year, , 0.14
Botswana, Fresh surface water withdrawal, 10^9 m3/year, , 0.08
Botswana, Industrial water withdrawal, 10^9 m3/year, , 0.03
Botswana, Industrial water withdrawal as % of total water withdrawal, %, E, 13.5
Botswana, Irrigation water requirement, 10^9 m3/year, I, 0.01
Botswana, Irrigation water withdrawal, 10^9 m3/year, , 0.04
Botswana, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1.8
Botswana, Municipal water withdrawal, 10^9 m3/year, , 0.11
Botswana, Municipal water withdrawal as % of total withdrawal, %, E, 49.54
Botswana, Produced municipal wastewater, 10^9 m3/year, I, 0.04
Botswana, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 122.25
Botswana, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.08
Botswana, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 90.46
Botswana, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 61.35
Botswana, SDG 6.4.2. Water Stress, %, E, 2.31
Botswana, Total freshwater withdrawal, 10^9 m3/year, , 0.22
Botswana, Total water withdrawal, 10^9 m3/year, , 0.22
Botswana, Total water withdrawal per capita, m3/inhab/year, E, 93.73
Botswana, Treated municipal wastewater, 10^9 m3/year, I, 0.01
Botswana, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 0.04
Brazil, Agricultural water withdrawal, 10^9 m3/year, , 41.42
Brazil, Agricultural water withdrawal as % of total renewable water resources, %, E, 0.48
Brazil, Agricultural water withdrawal as % of total water withdrawal, %, E, 61.64
Brazil, Collected municipal wastewater, 10^9 m3/year, , 7.72
Brazil, Desalinated water produced, 10^9 m3/year, I, 0.04
Brazil, Direct use of treated municipal wastewater, 10^9 m3/year, I, 0.05
Brazil, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.01
Brazil, Environmental Flow Requirements, 10^9 m3/year, I, 4105
Brazil, Fresh groundwater withdrawal, 10^9 m3/year, , 9.91
Brazil, Fresh surface water withdrawal, 10^9 m3/year, , 57.28
Brazil, Industrial water withdrawal, 10^9 m3/year, , 9.51
Brazil, Industrial water withdrawal as % of total water withdrawal, %, E, 14.15
Brazil, Irrigation water requirement, 10^9 m3/year, I, 15.3
Brazil, Irrigation water withdrawal, 10^9 m3/year, , 36.35
Brazil, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 0.78
Brazil, Municipal water withdrawal, 10^9 m3/year, , 16.13
Brazil, Municipal water withdrawal as % of total withdrawal, %, E, 24
Brazil, Not treated municipal wastewater, 10^9 m3/year, I, 7.2
Brazil, Produced municipal wastewater, 10^9 m3/year, , 10.98
Brazil, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 28.47
Brazil, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.51
Brazil, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 70.61
Brazil, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 21.29
Brazil, SDG 6.4.2. Water Stress, %, E, 1.48
Brazil, Total freshwater withdrawal, 10^9 m3/year, E, 67.19
Brazil, Total water withdrawal, 10^9 m3/year, , 67.2
Brazil, Total water withdrawal per capita, m3/inhab/year, E, 316.15
Brazil, Treated municipal wastewater, 10^9 m3/year, , 6.5
Brazil, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 3.09
Brazil, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 2.78
Brazil, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 5.07
Brunei Darussalam, Agricultural water withdrawal, 10^9 m3/year, I, 0.01
Brunei Darussalam, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.06
Brunei Darussalam, Agricultural water withdrawal as % of total water withdrawal, %, E, 5.76
Brunei Darussalam, Environmental Flow Requirements, 10^9 m3/year, I, 5.85
Brunei Darussalam, Fresh groundwater withdrawal, 10^9 m3/year, I, 
Brunei Darussalam, Fresh surface water withdrawal, 10^9 m3/year, I, 0.09
Brunei Darussalam, Irrigation water requirement, 10^9 m3/year, I, 
Brunei Darussalam, Irrigation water withdrawal, 10^9 m3/year, I, 0.01
Brunei Darussalam, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 1.08
Brunei Darussalam, Municipal water withdrawal, 10^9 m3/year, I, 0.15
Brunei Darussalam, Municipal water withdrawal as % of total withdrawal, %, E, 164.67
Brunei Darussalam, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 7.94
Brunei Darussalam, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 37.73
Brunei Darussalam, SDG 6.4.2. Water Stress, %, E, 3.47
Brunei Darussalam, Total freshwater withdrawal, 10^9 m3/year, I, 0.09
Brunei Darussalam, Total water withdrawal, 10^9 m3/year, I, 0.09
Brunei Darussalam, Total water withdrawal per capita, m3/inhab/year, E, 210.3
Bulgaria, Agricultural water withdrawal, 10^9 m3/year, , 0.76
Bulgaria, Agricultural water withdrawal as % of total renewable water resources, %, E, 3.56
Bulgaria, Agricultural water withdrawal as % of total water withdrawal, %, E, 14.95
Bulgaria, Collected municipal wastewater, 10^9 m3/year, , 0.53
Bulgaria, Desalinated water produced, 10^9 m3/year, , 
Bulgaria, Environmental Flow Requirements, 10^9 m3/year, I, 7.77
Bulgaria, Fresh groundwater withdrawal, 10^9 m3/year, , 0.56
Bulgaria, Fresh surface water withdrawal, 10^9 m3/year, , 4.51
Bulgaria, Industrial water withdrawal, 10^9 m3/year, , 3.48
Bulgaria, Industrial water withdrawal as % of total water withdrawal, %, E, 68.54
Bulgaria, Irrigation water requirement, 10^9 m3/year, I, 0.22
Bulgaria, Irrigation water withdrawal, 10^9 m3/year, , 0.59
Bulgaria, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 23.83
Bulgaria, Municipal water withdrawal, 10^9 m3/year, , 0.84
Bulgaria, Municipal water withdrawal as % of total withdrawal, %, E, 16.51
Bulgaria, Number of municipal wastewater treatment facilities, , I, 90
Bulgaria, Produced municipal wastewater, 10^9 m3/year, , 0.6
Bulgaria, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 2.93
Bulgaria, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.11
Bulgaria, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 42.37
Bulgaria, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 9.02
Bulgaria, SDG 6.4.2. Water Stress, %, E, 37.52
Bulgaria, Total freshwater withdrawal, 10^9 m3/year, E, 5.08
Bulgaria, Total water withdrawal, 10^9 m3/year, , 5.08
Bulgaria, Total water withdrawal per capita, m3/inhab/year, E, 730.67
Bulgaria, Treated municipal wastewater, 10^9 m3/year, , 0.48
Bulgaria, Water withdrawal for aquaculture, 10^9 m3/year, , 0.06
Bulgaria, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 3.29
Bulgaria, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 
Burkina Faso, Agricultural water withdrawal, 10^9 m3/year, I, 0.42
Burkina Faso, Agricultural water withdrawal as % of total renewable water resources, %, I, 3.12
Burkina Faso, Agricultural water withdrawal as % of total water withdrawal, %, I, 51.43
Burkina Faso, Collected municipal wastewater, 10^9 m3/year, I, 
Burkina Faso, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Burkina Faso, Environmental Flow Requirements, 10^9 m3/year, I, 3.04
Burkina Faso, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.01
Burkina Faso, Industrial water withdrawal, 10^9 m3/year, I, 0.02
Burkina Faso, Industrial water withdrawal as % of total water withdrawal, %, I, 2.65
Burkina Faso, Irrigation water requirement, 10^9 m3/year, I, 0.13
Burkina Faso, Irrigation water withdrawal, 10^9 m3/year, I, 0.42
Burkina Faso, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 6.06
Burkina Faso, Municipal water withdrawal, 10^9 m3/year, I, 0.38
Burkina Faso, Municipal water withdrawal as % of total withdrawal, %, I, 45.92
